Asset ID,Asset Name,Category,Type,Location,OEM,Purchase Year,Serial Number,Part Number,Quantity,Status
HW0272,Projector 272,Electronics,Projector,Branch B,Epson,2017,SN-100272,PN-200272,7,in use
HW0273,Cabinet 273,Furniture,Cabinet,Room 3,Steelcase,2020,SN-100273,PN-200273,11,disposed
HW0274,Desk 274,Furniture,Desk,Branch A,IKEA,2016,SN-100274,PN-200274,19,disposed
HW0275,Scanner 275,Electronics,Scanner,Room 1,Canon,2019,SN-100275,PN-200275,5,reserved
HW0276,Desk 276,Furniture,Desk,Room 2,IKEA,2021,SN-100276,PN-200276,19,reserved
HW0277,Router 277,Hardware,Router,Data Center,Cisco,2020,SN-100277,PN-200277,11,maintenance
HW0278,Cabinet 278,Furniture,Cabinet,Branch B,Steelcase,2021,SN-100278,PN-200278,13,in use
HW0279,Firewall 279,Network,Firewall,Office B,Fortinet,2017,SN-100279,PN-200279,5,in use
HW0280,Van 280,Vehicle,Van,Office A,Nissan,2019,SN-100280,PN-200280,6,maintenance
HW0281,Cabinet 281,Furniture,Cabinet,Room 3,Steelcase,2016,SN-100281,PN-200281,3,disposed
HW0282,Car 282,Vehicle,Car,Data Center,Toyota,2023,SN-100282,PN-200282,9,in use
HW0283,Desktop 283,Hardware,Desktop,Warehouse,HP,2025,SN-100283,PN-200283,19,in use
HW0284,Meeting Table 284,Furniture,Meeting Table,Office A,IKEA,2019,SN-100284,PN-200284,5,in use
HW0285,Router 285,Network,Router,Room 2,MikroTik,2023,SN-100285,PN-200285,19,in use
HW0286,Switch 286,Network,Switch,Branch B,Cisco,2016,SN-100286,PN-200286,9,available
HW0287,Monitor 287,Hardware,Monitor,HQ,Samsung,2018,SN-100287,PN-200287,3,reserved
HW0288,Desk 288,Furniture,Desk,Room 1,IKEA,2016,SN-100288,PN-200288,15,in use
HW0289,Switch 289,Network,Switch,Branch A,Cisco,2020,SN-100289,PN-200289,20,available
HW0290,Switch 290,Network,Switch,Data Center,Cisco,2020,SN-100290,PN-200290,19,disposed
HW0291,Meeting Table 291,Furniture,Meeting Table,Room 1,IKEA,2016,SN-100291,PN-200291,6,maintenance
HW0292,Projector 292,Electronics,Projector,Office B,Epson,2016,SN-100292,PN-200292,15,in use
HW0293,Office Chair 293,Furniture,Office Chair,Warehouse,IKEA,2021,SN-100293,PN-200293,12,available
HW0294,Desktop 294,Hardware,Desktop,Office B,HP,2017,SN-100294,PN-200294,19,in use
HW0295,Switch 295,Network,Switch,Branch A,Cisco,2025,SN-100295,PN-200295,17,disposed
HW0296,Firewall 296,Network,Firewall,Warehouse,Fortinet,2022,SN-100296,PN-200296,17,available
HW0297,Motorcycle 297,Vehicle,Motorcycle,Branch A,Honda,2016,SN-100297,PN-200297,13,reserved
HW0298,Television 298,Electronics,Television,Office B,Samsung,2025,SN-100298,PN-200298,10,in use
HW0299,Switch 299,Network,Switch,Branch A,Cisco,2016,SN-100299,PN-200299,7,reserved
HW0300,Car 300,Vehicle,Car,Room 1,Toyota,2016,SN-100300,PN-200300,17,available
HW0301,Switch 301,Hardware,Switch,Room 3,Cisco,2023,SN-100301,PN-200301,8,available
HW0302,Camera 302,Electronics,Camera,Data Center,Sony,2024,SN-100302,PN-200302,10,available
HW0303,Meeting Table 303,Furniture,Meeting Table,Office A,IKEA,2024,SN-100303,PN-200303,15,maintenance
HW0304,Projector 304,Electronics,Projector,Room 1,Epson,2016,SN-100304,PN-200304,1,available
HW0305,Desk 305,Furniture,Desk,Branch A,IKEA,2020,SN-100305,PN-200305,1,disposed
HW0306,Van 306,Vehicle,Van,Room 3,Nissan,2022,SN-100306,PN-200306,13,reserved
HW0307,Printer 307,Hardware,Printer,Room 1,Canon,2021,SN-100307,PN-200307,5,disposed
HW0308,Office Chair 308,Furniture,Office Chair,Room 2,IKEA,2016,SN-100308,PN-200308,1,maintenance
HW0309,Office Chair 309,Furniture,Office Chair,HQ,IKEA,2022,SN-100309,PN-200309,12,maintenance
HW0310,Television 310,Electronics,Television,Data Center,Samsung,2019,SN-100310,PN-200310,4,disposed
HW0311,Car 311,Vehicle,Car,Room 2,Toyota,2018,SN-100311,PN-200311,9,in use
HW0312,Meeting Table 312,Furniture,Meeting Table,Office B,IKEA,2022,SN-100312,PN-200312,7,in use
HW0313,Monitor 313,Hardware,Monitor,Branch B,Samsung,2020,SN-100313,PN-200313,10,maintenance
HW0314,Television 314,Electronics,Television,Data Center,Samsung,2021,SN-100314,PN-200314,12,maintenance
HW0315,Television 315,Electronics,Television,Branch B,Samsung,2019,SN-100315,PN-200315,7,disposed
HW0316,Server 316,Hardware,Server,Room 1,Dell,2022,SN-100316,PN-200316,16,available
HW0317,Cabinet 317,Furniture,Cabinet,Office A,Steelcase,2023,SN-100317,PN-200317,11,in use
HW0318,Server 318,Hardware,Server,Room 2,Dell,2018,SN-100318,PN-200318,20,reserved
HW0319,Camera 319,Electronics,Camera,Warehouse,Sony,2018,SN-100319,PN-200319,5,maintenance
HW0320,Router 320,Network,Router,HQ,MikroTik,2017,SN-100320,PN-200320,1,in use
HW0321,Meeting Table 321,Furniture,Meeting Table,Data Center,IKEA,2016,SN-100321,PN-200321,5,maintenance
HW0322,Motorcycle 322,Vehicle,Motorcycle,Office B,Honda,2020,SN-100322,PN-200322,16,maintenance
HW0323,Car 323,Vehicle,Car,Room 1,Toyota,2017,SN-100323,PN-200323,17,disposed
HW0324,Van 324,Vehicle,Van,HQ,Nissan,2025,SN-100324,PN-200324,6,available
HW0325,Television 325,Electronics,Television,Warehouse,Samsung,2022,SN-100325,PN-200325,5,reserved
HW0326,Meeting Table 326,Furniture,Meeting Table,Room 1,IKEA,2021,SN-100326,PN-200326,14,maintenance
HW0327,Storage 327,Hardware,Storage,Data Center,Synology,2018,SN-100327,PN-200327,4,maintenance
HW0328,Van 328,Vehicle,Van,Warehouse,Nissan,2021,SN-100328,PN-200328,13,reserved
HW0329,Car 329,Vehicle,Car,Branch B,Toyota,2022,SN-100329,PN-200329,5,available
HW0330,Office Chair 330,Furniture,Office Chair,Office A,IKEA,2024,SN-100330,PN-200330,15,maintenance
HW0331,Firewall 331,Hardware,Firewall,Office A,Fortinet,2021,SN-100331,PN-200331,19,maintenance
HW0332,Desk 332,Furniture,Desk,Office A,IKEA,2017,SN-100332,PN-200332,11,maintenance
HW0333,Firewall 333,Hardware,Firewall,Warehouse,Fortinet,2024,SN-100333,PN-200333,12,disposed
HW0334,Projector 334,Electronics,Projector,Branch A,Epson,2021,SN-100334,PN-200334,20,disposed
HW0335,Laptop 335,Hardware,Laptop,Branch B,Lenovo,2024,SN-100335,PN-200335,14,in use
HW0336,Camera 336,Electronics,Camera,Room 1,Sony,2022,SN-100336,PN-200336,8,maintenance
HW0337,Van 337,Vehicle,Van,Warehouse,Nissan,2018,SN-100337,PN-200337,1,reserved
HW0338,Monitor 338,Hardware,Monitor,Room 2,Samsung,2024,SN-100338,PN-200338,18,in use
HW0339,Projector 339,Electronics,Projector,Branch B,Epson,2017,SN-100339,PN-200339,3,in use
HW0340,Access Point 340,Network,Access Point,Room 2,Ubiquiti,2020,SN-100340,PN-200340,12,maintenance
HW0341,Access Point 341,Network,Access Point,Office B,Ubiquiti,2017,SN-100341,PN-200341,2,in use
HW0342,Car 342,Vehicle,Car,Branch A,Toyota,2025,SN-100342,PN-200342,10,maintenance
HW0343,Van 343,Vehicle,Van,Room 3,Nissan,2019,SN-100343,PN-200343,13,reserved
HW0344,Office Chair 344,Furniture,Office Chair,Office B,IKEA,2016,SN-100344,PN-200344,17,disposed
HW0345,Access Point 345,Network,Access Point,Warehouse,Ubiquiti,2020,SN-100345,PN-200345,1,available
HW0346,Desk 346,Furniture,Desk,Warehouse,IKEA,2021,SN-100346,PN-200346,1,available
HW0347,Camera 347,Electronics,Camera,HQ,Sony,2019,SN-100347,PN-200347,17,reserved
HW0348,Firewall 348,Network,Firewall,Room 2,Fortinet,2017,SN-100348,PN-200348,8,maintenance
HW0349,Car 349,Vehicle,Car,Branch A,Toyota,2025,SN-100349,PN-200349,14,reserved
HW0350,Scanner 350,Electronics,Scanner,Room 3,Canon,2025,SN-100350,PN-200350,16,maintenance
HW0351,Van 351,Vehicle,Van,Branch B,Nissan,2025,SN-100351,PN-200351,5,in use
HW0352,Car 352,Vehicle,Car,Office A,Toyota,2021,SN-100352,PN-200352,14,available
HW0353,Firewall 353,Network,Firewall,Warehouse,Fortinet,2016,SN-100353,PN-200353,3,maintenance
HW0354,Router 354,Network,Router,Room 3,MikroTik,2025,SN-100354,PN-200354,19,disposed
HW0355,Van 355,Vehicle,Van,HQ,Nissan,2017,SN-100355,PN-200355,5,available
HW0356,Projector 356,Electronics,Projector,Room 2,Epson,2025,SN-100356,PN-200356,12,in use
HW0357,Van 357,Vehicle,Van,HQ,Nissan,2018,SN-100357,PN-200357,4,disposed
HW0358,Car 358,Vehicle,Car,Office B,Toyota,2022,SN-100358,PN-200358,10,disposed
HW0359,Router 359,Network,Router,Warehouse,MikroTik,2024,SN-100359,PN-200359,16,available
HW0360,Access Point 360,Network,Access Point,Room 1,Ubiquiti,2025,SN-100360,PN-200360,14,available
HW0361,Switch 361,Network,Switch,Room 1,Cisco,2024,SN-100361,PN-200361,15,disposed
HW0362,Motorcycle 362,Vehicle,Motorcycle,Room 2,Honda,2016,SN-100362,PN-200362,17,in use
HW0363,Projector 363,Electronics,Projector,Room 2,Epson,2019,SN-100363,PN-200363,7,reserved
HW0364,Meeting Table 364,Furniture,Meeting Table,Office B,IKEA,2021,SN-100364,PN-200364,14,maintenance
HW0365,Router 365,Network,Router,Room 1,MikroTik,2024,SN-100365,PN-200365,17,reserved
HW0366,Projector 366,Electronics,Projector,Room 3,Epson,2025,SN-100366,PN-200366,18,available
HW0367,Television 367,Electronics,Television,Office B,Samsung,2020,SN-100367,PN-200367,18,maintenance
HW0368,Router 368,Network,Router,Room 2,MikroTik,2021,SN-100368,PN-200368,18,reserved
HW0369,Motorcycle 369,Vehicle,Motorcycle,Room 3,Honda,2024,SN-100369,PN-200369,6,reserved
HW0370,Desktop 370,Hardware,Desktop,Room 2,HP,2020,SN-100370,PN-200370,3,maintenance
HW0371,Cabinet 371,Furniture,Cabinet,Office B,Steelcase,2017,SN-100371,PN-200371,6,maintenance
HW0372,Server 372,Hardware,Server,Branch A,Dell,2025,SN-100372,PN-200372,4,in use
HW0373,Desk 373,Furniture,Desk,Room 3,IKEA,2024,SN-100373,PN-200373,9,maintenance
HW0374,Router 374,Network,Router,Room 2,MikroTik,2025,SN-100374,PN-200374,8,disposed
HW0375,Access Point 375,Network,Access Point,Room 3,Ubiquiti,2019,SN-100375,PN-200375,15,maintenance
HW0376,Router 376,Network,Router,Room 2,MikroTik,2017,SN-100376,PN-200376,6,maintenance
HW0377,Projector 377,Electronics,Projector,Room 3,Epson,2023,SN-100377,PN-200377,4,reserved
HW0378,Router 378,Network,Router,Office B,MikroTik,2017,SN-100378,PN-200378,10,reserved
HW0379,Switch 379,Hardware,Switch,Room 1,Cisco,2018,SN-100379,PN-200379,1,disposed
HW0380,Meeting Table 380,Furniture,Meeting Table,Room 1,IKEA,2019,SN-100380,PN-200380,5,disposed
HW0381,Access Point 381,Network,Access Point,Branch A,Ubiquiti,2018,SN-100381,PN-200381,8,maintenance
HW0382,Car 382,Vehicle,Car,Room 2,Toyota,2017,SN-100382,PN-200382,18,available
HW0383,Projector 383,Electronics,Projector,Office B,Epson,2023,SN-100383,PN-200383,4,maintenance
HW0384,Firewall 384,Hardware,Firewall,Branch B,Fortinet,2018,SN-100384,PN-200384,9,in use
HW0385,Car 385,Vehicle,Car,Room 3,Toyota,2024,SN-100385,PN-200385,15,in use
HW0386,Router 386,Hardware,Router,Room 3,Cisco,2024,SN-100386,PN-200386,4,reserved
HW0387,Meeting Table 387,Furniture,Meeting Table,Branch B,IKEA,2016,SN-100387,PN-200387,2,available
HW0388,Car 388,Vehicle,Car,Branch A,Toyota,2018,SN-100388,PN-200388,4,available
HW0389,Projector 389,Electronics,Projector,Room 2,Epson,2016,SN-100389,PN-200389,17,disposed
HW0390,Van 390,Vehicle,Van,HQ,Nissan,2025,SN-100390,PN-200390,9,in use
HW0391,Television 391,Electronics,Television,Branch A,Samsung,2016,SN-100391,PN-200391,6,in use
HW0392,Scanner 392,Electronics,Scanner,HQ,Canon,2019,SN-100392,PN-200392,15,disposed
HW0393,Firewall 393,Hardware,Firewall,Warehouse,Fortinet,2018,SN-100393,PN-200393,10,disposed
HW0394,Server 394,Hardware,Server,Room 2,Dell,2021,SN-100394,PN-200394,17,available
HW0395,Firewall 395,Hardware,Firewall,HQ,Fortinet,2019,SN-100395,PN-200395,7,in use
HW0396,Cabinet 396,Furniture,Cabinet,Room 3,Steelcase,2022,SN-100396,PN-200396,12,disposed
HW0397,Monitor 397,Hardware,Monitor,Room 3,Samsung,2019,SN-100397,PN-200397,17,maintenance
HW0398,Meeting Table 398,Furniture,Meeting Table,Office A,IKEA,2020,SN-100398,PN-200398,6,reserved
HW0399,Motorcycle 399,Vehicle,Motorcycle,Data Center,Honda,2017,SN-100399,PN-200399,3,reserved
HW0400,Van 400,Vehicle,Van,Room 2,Nissan,2017,SN-100400,PN-200400,16,disposed
HW0401,Cabinet 401,Furniture,Cabinet,Office A,Steelcase,2020,SN-100401,PN-200401,2,available
HW0402,Desktop 402,Hardware,Desktop,Room 3,HP,2016,SN-100402,PN-200402,2,disposed
HW0403,Projector 403,Electronics,Projector,Branch A,Epson,2025,SN-100403,PN-200403,4,available
HW0404,Switch 404,Network,Switch,Branch A,Cisco,2023,SN-100404,PN-200404,1,in use
HW0405,Laptop 405,Hardware,Laptop,HQ,Lenovo,2019,SN-100405,PN-200405,12,available
HW0406,Car 406,Vehicle,Car,Warehouse,Toyota,2021,SN-100406,PN-200406,8,maintenance
HW0407,Switch 407,Network,Switch,Room 1,Cisco,2025,SN-100407,PN-200407,4,reserved
HW0408,Projector 408,Electronics,Projector,Data Center,Epson,2024,SN-100408,PN-200408,11,in use
HW0409,Car 409,Vehicle,Car,Office B,Toyota,2016,SN-100409,PN-200409,2,disposed
HW0410,Van 410,Vehicle,Van,Office A,Nissan,2019,SN-100410,PN-200410,8,maintenance
HW0411,Motorcycle 411,Vehicle,Motorcycle,Room 3,Honda,2017,SN-100411,PN-200411,2,available
HW0412,Desk 412,Furniture,Desk,Room 1,IKEA,2021,SN-100412,PN-200412,6,in use
HW0413,Television 413,Electronics,Television,Branch B,Samsung,2019,SN-100413,PN-200413,1,in use
HW0414,Car 414,Vehicle,Car,Warehouse,Toyota,2020,SN-100414,PN-200414,18,in use
HW0415,Firewall 415,Hardware,Firewall,Room 3,Fortinet,2017,SN-100415,PN-200415,6,maintenance
HW0416,UPS 416,Hardware,UPS,Warehouse,APC,2018,SN-100416,PN-200416,6,reserved
HW0417,Van 417,Vehicle,Van,Room 1,Nissan,2022,SN-100417,PN-200417,12,disposed
HW0418,Printer 418,Hardware,Printer,Warehouse,Canon,2024,SN-100418,PN-200418,5,in use
HW0419,Television 419,Electronics,Television,Office B,Samsung,2017,SN-100419,PN-200419,17,disposed
HW0420,Switch 420,Network,Switch,Branch B,Cisco,2018,SN-100420,PN-200420,16,reserved
HW0421,Van 421,Vehicle,Van,Room 3,Nissan,2025,SN-100421,PN-200421,15,maintenance
HW0422,Access Point 422,Network,Access Point,Branch A,Ubiquiti,2023,SN-100422,PN-200422,10,reserved
HW0423,Scanner 423,Electronics,Scanner,Office A,Canon,2022,SN-100423,PN-200423,6,reserved
HW0424,Van 424,Vehicle,Van,Data Center,Nissan,2025,SN-100424,PN-200424,19,available
HW0425,Switch 425,Network,Switch,Warehouse,Cisco,2020,SN-100425,PN-200425,3,maintenance
HW0426,Switch 426,Network,Switch,Warehouse,Cisco,2021,SN-100426,PN-200426,17,disposed
HW0427,Van 427,Vehicle,Van,Branch B,Nissan,2025,SN-100427,PN-200427,19,available
HW0428,Television 428,Electronics,Television,Office B,Samsung,2023,SN-100428,PN-200428,20,available
HW0429,Office Chair 429,Furniture,Office Chair,Office B,IKEA,2017,SN-100429,PN-200429,13,maintenance
HW0430,Access Point 430,Network,Access Point,Office B,Ubiquiti,2024,SN-100430,PN-200430,4,maintenance
HW0431,Server 431,Hardware,Server,Branch B,Dell,2018,SN-100431,PN-200431,15,maintenance
HW0432,Laptop 432,Hardware,Laptop,Office A,Lenovo,2023,SN-100432,PN-200432,10,available
HW0433,Car 433,Vehicle,Car,Branch B,Toyota,2024,SN-100433,PN-200433,20,reserved
HW0434,Router 434,Network,Router,Branch A,MikroTik,2023,SN-100434,PN-200434,13,disposed
HW0435,Printer 435,Hardware,Printer,Office A,Canon,2020,SN-100435,PN-200435,1,available
HW0436,Server 436,Hardware,Server,HQ,Dell,2024,SN-100436,PN-200436,5,maintenance
HW0437,Switch 437,Network,Switch,Room 3,Cisco,2022,SN-100437,PN-200437,13,maintenance
HW0438,Desk 438,Furniture,Desk,Room 1,IKEA,2023,SN-100438,PN-200438,3,disposed
HW0439,Router 439,Network,Router,HQ,MikroTik,2023,SN-100439,PN-200439,10,disposed
HW0440,Switch 440,Network,Switch,Room 1,Cisco,2018,SN-100440,PN-200440,18,available
HW0441,UPS 441,Hardware,UPS,Office A,APC,2019,SN-100441,PN-200441,11,available
HW0442,Television 442,Electronics,Television,Warehouse,Samsung,2021,SN-100442,PN-200442,16,maintenance
HW0443,Cabinet 443,Furniture,Cabinet,Data Center,Steelcase,2018,SN-100443,PN-200443,1,in use
HW0444,Laptop 444,Hardware,Laptop,Office B,Lenovo,2018,SN-100444,PN-200444,20,maintenance
HW0445,Printer 445,Hardware,Printer,Room 2,Canon,2016,SN-100445,PN-200445,13,in use
HW0446,Van 446,Vehicle,Van,Room 3,Nissan,2023,SN-100446,PN-200446,10,reserved
HW0447,Scanner 447,Electronics,Scanner,Room 1,Canon,2024,SN-100447,PN-200447,12,maintenance
HW0448,Switch 448,Network,Switch,Branch B,Cisco,2025,SN-100448,PN-200448,1,reserved
HW0449,Camera 449,Electronics,Camera,HQ,Sony,2020,SN-100449,PN-200449,1,available
HW0450,Projector 450,Electronics,Projector,Office B,Epson,2021,SN-100450,PN-200450,7,maintenance
HW0451,Television 451,Electronics,Television,HQ,Samsung,2024,SN-100451,PN-200451,13,available
HW0452,Firewall 452,Hardware,Firewall,Room 3,Fortinet,2021,SN-100452,PN-200452,12,reserved
HW0453,Desk 453,Furniture,Desk,Branch B,IKEA,2020,SN-100453,PN-200453,9,available
HW0454,Scanner 454,Electronics,Scanner,Room 3,Canon,2018,SN-100454,PN-200454,1,in use
HW0455,Firewall 455,Network,Firewall,Office A,Fortinet,2024,SN-100455,PN-200455,12,maintenance
HW0456,Scanner 456,Electronics,Scanner,Warehouse,Canon,2020,SN-100456,PN-200456,1,maintenance
HW0457,Meeting Table 457,Furniture,Meeting Table,Room 1,IKEA,2022,SN-100457,PN-200457,11,in use
HW0458,Router 458,Network,Router,Warehouse,MikroTik,2019,SN-100458,PN-200458,20,maintenance
HW0459,Switch 459,Network,Switch,Room 1,Cisco,2025,SN-100459,PN-200459,20,maintenance
HW0460,Router 460,Network,Router,Office B,MikroTik,2023,SN-100460,PN-200460,10,disposed
HW0461,Scanner 461,Electronics,Scanner,Data Center,Canon,2022,SN-100461,PN-200461,13,reserved
HW0462,Desk 462,Furniture,Desk,Office A,IKEA,2017,SN-100462,PN-200462,6,maintenance
HW0463,Desk 463,Furniture,Desk,Warehouse,IKEA,2023,SN-100463,PN-200463,12,disposed
HW0464,Router 464,Network,Router,Branch A,MikroTik,2018,SN-100464,PN-200464,2,in use
HW0465,Television 465,Electronics,Television,Office A,Samsung,2025,SN-100465,PN-200465,15,maintenance
HW0466,Access Point 466,Network,Access Point,Branch B,Ubiquiti,2025,SN-100466,PN-200466,11,maintenance
HW0467,Meeting Table 467,Furniture,Meeting Table,Office B,IKEA,2025,SN-100467,PN-200467,20,maintenance
HW0468,Camera 468,Electronics,Camera,Room 2,Sony,2017,SN-100468,PN-200468,6,disposed
HW0469,Scanner 469,Electronics,Scanner,Room 1,Canon,2022,SN-100469,PN-200469,17,maintenance
HW0470,Van 470,Vehicle,Van,Branch B,Nissan,2020,SN-100470,PN-200470,9,in use
HW0471,Firewall 471,Hardware,Firewall,Room 1,Fortinet,2025,SN-100471,PN-200471,20,disposed
HW0472,Van 472,Vehicle,Van,Office B,Nissan,2025,SN-100472,PN-200472,17,reserved
HW0473,Meeting Table 473,Furniture,Meeting Table,Data Center,IKEA,2021,SN-100473,PN-200473,14,available
HW0474,Office Chair 474,Furniture,Office Chair,Data Center,IKEA,2023,SN-100474,PN-200474,15,available
HW0475,Scanner 475,Electronics,Scanner,Room 1,Canon,2018,SN-100475,PN-200475,13,disposed
HW0476,Meeting Table 476,Furniture,Meeting Table,HQ,IKEA,2023,SN-100476,PN-200476,9,in use
HW0477,Printer 477,Hardware,Printer,Branch A,Canon,2016,SN-100477,PN-200477,4,reserved
HW0478,Scanner 478,Electronics,Scanner,Branch A,Canon,2021,SN-100478,PN-200478,17,maintenance
HW0479,Motorcycle 479,Vehicle,Motorcycle,HQ,Honda,2017,SN-100479,PN-200479,8,maintenance
HW0480,Access Point 480,Network,Access Point,Room 3,Ubiquiti,2024,SN-100480,PN-200480,14,in use
HW0481,Switch 481,Network,Switch,HQ,Cisco,2021,SN-100481,PN-200481,4,maintenance
HW0482,Cabinet 482,Furniture,Cabinet,Room 3,Steelcase,2022,SN-100482,PN-200482,10,disposed
HW0483,Monitor 483,Hardware,Monitor,Room 1,Samsung,2018,SN-100483,PN-200483,13,reserved
HW0484,Switch 484,Network,Switch,HQ,Cisco,2019,SN-100484,PN-200484,17,reserved
HW0485,Motorcycle 485,Vehicle,Motorcycle,Room 3,Honda,2025,SN-100485,PN-200485,5,disposed
HW0486,Office Chair 486,Furniture,Office Chair,HQ,IKEA,2023,SN-100486,PN-200486,6,reserved
HW0487,Desk 487,Furniture,Desk,Room 2,IKEA,2023,SN-100487,PN-200487,19,in use
HW0488,Desk 488,Furniture,Desk,Branch A,IKEA,2016,SN-100488,PN-200488,19,disposed
HW0489,Printer 489,Hardware,Printer,Warehouse,Canon,2022,SN-100489,PN-200489,7,disposed
HW0490,Desk 490,Furniture,Desk,Room 1,IKEA,2023,SN-100490,PN-200490,18,reserved
HW0491,Car 491,Vehicle,Car,Data Center,Toyota,2023,SN-100491,PN-200491,15,reserved
HW0492,Access Point 492,Network,Access Point,Office A,Ubiquiti,2016,SN-100492,PN-200492,7,maintenance
HW0493,Office Chair 493,Furniture,Office Chair,Room 1,IKEA,2025,SN-100493,PN-200493,4,in use
HW0494,Car 494,Vehicle,Car,Room 1,Toyota,2020,SN-100494,PN-200494,5,reserved
HW0495,Van 495,Vehicle,Van,Room 1,Nissan,2023,SN-100495,PN-200495,15,maintenance
HW0496,Camera 496,Electronics,Camera,Office A,Sony,2024,SN-100496,PN-200496,11,in use
HW0497,Car 497,Vehicle,Car,Room 3,Toyota,2020,SN-100497,PN-200497,12,disposed
HW0498,Projector 498,Electronics,Projector,Data Center,Epson,2024,SN-100498,PN-200498,7,maintenance
HW0499,Cabinet 499,Furniture,Cabinet,Data Center,Steelcase,2017,SN-100499,PN-200499,18,available
HW0500,Firewall 500,Hardware,Firewall,Office B,Fortinet,2018,SN-100500,PN-200500,9,in use
HW0501,Van 501,Vehicle,Van,Room 3,Nissan,2021,SN-100501,PN-200501,12,in use
HW0502,Access Point 502,Network,Access Point,Data Center,Ubiquiti,2021,SN-100502,PN-200502,6,disposed
HW0503,Firewall 503,Network,Firewall,Branch B,Fortinet,2021,SN-100503,PN-200503,6,reserved
HW0504,Switch 504,Network,Switch,Data Center,Cisco,2019,SN-100504,PN-200504,10,disposed
HW0505,Firewall 505,Network,Firewall,Office A,Fortinet,2019,SN-100505,PN-200505,7,maintenance
HW0506,Router 506,Network,Router,Data Center,MikroTik,2024,SN-100506,PN-200506,5,maintenance
HW0507,Camera 507,Electronics,Camera,Room 3,Sony,2019,SN-100507,PN-200507,3,in use
HW0508,Office Chair 508,Furniture,Office Chair,Room 3,IKEA,2016,SN-100508,PN-200508,11,maintenance
HW0509,Camera 509,Electronics,Camera,Data Center,Sony,2019,SN-100509,PN-200509,4,in use
HW0510,Meeting Table 510,Furniture,Meeting Table,Office B,IKEA,2019,SN-100510,PN-200510,10,available
HW0511,Firewall 511,Hardware,Firewall,Office B,Fortinet,2025,SN-100511,PN-200511,7,available
HW0512,Router 512,Network,Router,Room 2,MikroTik,2018,SN-100512,PN-200512,18,available
HW0513,Television 513,Electronics,Television,Room 2,Samsung,2016,SN-100513,PN-200513,8,disposed
HW0514,Router 514,Hardware,Router,Room 1,Cisco,2020,SN-100514,PN-200514,12,disposed
HW0515,Laptop 515,Hardware,Laptop,Room 2,Lenovo,2016,SN-100515,PN-200515,14,reserved
HW0516,Access Point 516,Network,Access Point,Room 2,Ubiquiti,2025,SN-100516,PN-200516,16,reserved
HW0517,Scanner 517,Electronics,Scanner,Office B,Canon,2018,SN-100517,PN-200517,2,disposed
HW0518,Projector 518,Electronics,Projector,Room 3,Epson,2024,SN-100518,PN-200518,15,maintenance
HW0519,Van 519,Vehicle,Van,Office A,Nissan,2021,SN-100519,PN-200519,4,in use
HW0520,Firewall 520,Network,Firewall,Branch A,Fortinet,2025,SN-100520,PN-200520,18,disposed
HW0521,Switch 521,Hardware,Switch,Room 3,Cisco,2019,SN-100521,PN-200521,3,disposed
HW0522,Desktop 522,Hardware,Desktop,Office B,HP,2025,SN-100522,PN-200522,6,maintenance
HW0523,Cabinet 523,Furniture,Cabinet,Branch B,Steelcase,2025,SN-100523,PN-200523,7,available
HW0524,Firewall 524,Network,Firewall,Warehouse,Fortinet,2021,SN-100524,PN-200524,15,maintenance
HW0525,Camera 525,Electronics,Camera,Room 2,Sony,2021,SN-100525,PN-200525,19,maintenance
HW0526,Monitor 526,Hardware,Monitor,Room 2,Samsung,2021,SN-100526,PN-200526,20,available
HW0527,Cabinet 527,Furniture,Cabinet,Warehouse,Steelcase,2016,SN-100527,PN-200527,1,disposed
HW0528,Car 528,Vehicle,Car,Branch B,Toyota,2020,SN-100528,PN-200528,10,available
HW0529,Television 529,Electronics,Television,Data Center,Samsung,2020,SN-100529,PN-200529,12,disposed
HW0530,Router 530,Hardware,Router,Branch A,Cisco,2021,SN-100530,PN-200530,12,maintenance
HW0531,Camera 531,Electronics,Camera,Room 1,Sony,2019,SN-100531,PN-200531,7,in use
HW0532,UPS 532,Hardware,UPS,Warehouse,APC,2025,SN-100532,PN-200532,11,available
HW0533,UPS 533,Hardware,UPS,Room 2,APC,2023,SN-100533,PN-200533,16,available
HW0534,UPS 534,Hardware,UPS,Warehouse,APC,2020,SN-100534,PN-200534,17,in use
HW0535,Router 535,Network,Router,Data Center,MikroTik,2024,SN-100535,PN-200535,9,maintenance
HW0536,Television 536,Electronics,Television,Data Center,Samsung,2016,SN-100536,PN-200536,12,available
HW0537,Motorcycle 537,Vehicle,Motorcycle,Branch A,Honda,2021,SN-100537,PN-200537,7,in use
HW0538,Camera 538,Electronics,Camera,Branch A,Sony,2021,SN-100538,PN-200538,17,available
HW0539,Camera 539,Electronics,Camera,Data Center,Sony,2018,SN-100539,PN-200539,12,reserved
HW0540,Access Point 540,Network,Access Point,Branch B,Ubiquiti,2021,SN-100540,PN-200540,14,disposed
HW0541,Router 541,Network,Router,Room 3,MikroTik,2016,SN-100541,PN-200541,2,disposed
HW0542,Router 542,Network,Router,Branch A,MikroTik,2025,SN-100542,PN-200542,15,in use
HW0543,Desktop 543,Hardware,Desktop,HQ,HP,2018,SN-100543,PN-200543,8,disposed
HW0544,Laptop 544,Hardware,Laptop,Room 1,Lenovo,2020,SN-100544,PN-200544,6,maintenance
